split,image,cell_id,bbox,frac_on_cell,label,path,best_slice,best_transform,align_score,nii_status,relabel,frac_recalc,inter_px
train,2022_03_21_11_03_01_84,2,"(292, 529, 369, 610)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0002.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,3,"(295, 1948, 363, 2015)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0003.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,4,"(311, 17, 344, 81)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0004.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,5,"(336, 1329, 400, 1380)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0005.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,6,"(417, 643, 511, 717)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0006.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,7,"(428, 1675, 466, 1715)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0007.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,8,"(569, 649, 653, 741)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0008.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,9,"(578, 278, 627, 321)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0009.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,10,"(583, 452, 658, 523)",0.0923450789793438,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0010.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,11,"(610, 372, 660, 425)",0.0711154408183146,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0011.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,12,"(617, 867, 753, 961)",0.2079655543595263,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0012.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,13,"(658, 782, 720, 845)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0013.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,14,"(690, 476, 758, 529)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0014.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,15,"(702, 1073, 761, 1122)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_01_84_cell0015.png,0,rot270,2798,ok,1,1.0,2891
train,2022_03_21_11_03_01_84,16,"(721, 48, 789, 108)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0016.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,17,"(775, 1928, 843, 1991)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0017.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,18,"(813, 936, 883, 1009)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0018.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_84,19,"(814, 1191, 867, 1227)",0.2303523035230352,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_84_cell0019.png,0,rot270,2798,ok,0,0.0,0
train,2022_03_21_11_03_01_90,1,"(62, 559, 130, 601)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0001.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,2,"(68, 1152, 130, 1217)",0.6361058601134215,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_01_90_cell0002.png,0,transpose,2504,ok,1,0.6617866004962779,2667
train,2022_03_21_11_03_01_90,3,"(152, 1250, 192, 1316)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0003.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,4,"(382, 1262, 435, 1310)",0.3172007848266841,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_01_90_cell0004.png,0,transpose,2504,ok,1,0.32154088050314467,818
train,2022_03_21_11_03_01_90,5,"(383, 1427, 464, 1469)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0005.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,6,"(411, 322, 421, 333)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0006.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,7,"(416, 99, 424, 107)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0007.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,8,"(429, 1584, 513, 1624)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0008.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,9,"(474, 503, 540, 551)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0009.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,10,"(595, 779, 709, 858)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0010.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,11,"(614, 903, 695, 999)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0011.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,12,"(621, 2013, 686, 2047)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0012.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,13,"(626, 1131, 636, 1141)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0013.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,14,"(743, 0, 815, 55)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0014.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_01_90,15,"(766, 325, 867, 410)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_01_90_cell0015.png,0,transpose,2504,ok,0,0.0,0
train,2022_03_21_11_03_02_11,1,"(16, 1128, 56, 1192)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0001.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,2,"(28, 356, 72, 433)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0002.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,3,"(76, 1927, 140, 1986)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0003.png,0,transpose,9388,ok,0,0.07865466101694915,297
train,2022_03_21_11_03_02_11,4,"(92, 0, 160, 60)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0004.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,5,"(92, 644, 113, 708)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0005.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,6,"(122, 1885, 183, 1948)",1.0,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_02_11_cell0006.png,0,transpose,9388,ok,1,0.9705958886286755,3730
train,2022_03_21_11_03_02_11,7,"(137, 1517, 199, 1578)",0.9806493932436864,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_02_11_cell0007.png,0,transpose,9388,ok,1,0.9719725013220518,3676
train,2022_03_21_11_03_02_11,8,"(227, 1095, 275, 1175)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0008.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,9,"(244, 1265, 317, 1338)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0009.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,10,"(447, 107, 499, 163)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0010.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,11,"(486, 991, 510, 1056)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0011.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,12,"(519, 1613, 607, 1678)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0012.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,13,"(542, 1761, 619, 1829)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0013.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,14,"(618, 2012, 687, 2048)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0014.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,15,"(650, 1744, 736, 1816)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0015.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,16,"(709, 779, 746, 848)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0016.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,17,"(728, 4, 805, 81)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0017.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,18,"(748, 1225, 843, 1324)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0018.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_11,19,"(1030, 1193, 1088, 1265)",0.9967561191388972,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_02_11_cell0019.png,0,transpose,9388,ok,1,0.9691091954022989,4047
train,2022_03_21_11_03_02_11,20,"(1050, 1688, 1087, 1763)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_11_cell0020.png,0,transpose,9388,ok,0,0.0,0
train,2022_03_21_11_03_02_17,1,"(0, 813, 74, 853)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0001.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,2,"(9, 2, 105, 94)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0002.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,3,"(89, 47, 177, 160)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0003.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,4,"(225, 1304, 296, 1340)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0004.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,5,"(271, 1448, 333, 1519)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0005.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,6,"(371, 128, 379, 136)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0006.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,7,"(411, 322, 421, 333)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0007.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,8,"(415, 99, 425, 108)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0008.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,9,"(622, 1568, 668, 1618)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0009.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,10,"(650, 323, 698, 380)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0010.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,11,"(653, 1912, 714, 1975)",0.7759580740255486,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_02_17_cell0011.png,0,transpose,9980,ok,1,0.7723132969034608,2968
train,2022_03_21_11_03_02_17,12,"(738, 1879, 800, 1940)",0.8054128126070572,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_02_17_cell0012.png,0,transpose,9980,ok,1,0.7927022739291381,2998
train,2022_03_21_11_03_02_17,13,"(752, 604, 817, 670)",0.8552748885586924,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_02_17_cell0013.png,0,transpose,9980,ok,1,0.8438228438228438,3620
train,2022_03_21_11_03_02_17,14,"(756, 272, 792, 332)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0014.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,15,"(758, 1036, 824, 1082)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0015.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,16,"(777, 1, 845, 52)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0016.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,17,"(802, 1491, 855, 1555)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0017.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,18,"(845, 1789, 906, 1854)",0.7703751617076326,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_02_17_cell0018.png,0,transpose,9980,ok,1,0.760655737704918,3016
train,2022_03_21_11_03_02_17,19,"(876, 427, 918, 497)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0019.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,20,"(911, 694, 968, 773)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0020.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,21,"(930, 1611, 998, 1648)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0021.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_17,22,"(1020, 1013, 1086, 1048)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_17_cell0022.png,0,transpose,9980,ok,0,0.0,0
train,2022_03_21_11_03_02_31,1,"(0, 1253, 64, 1359)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0001.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,2,"(140, 110, 204, 167)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0002.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,3,"(191, 948, 221, 1013)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0003.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,4,"(206, 146, 285, 232)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0004.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,5,"(246, 1079, 311, 1177)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0005.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,6,"(304, 802, 359, 874)",0.7290748898678414,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_02_31_cell0006.png,0,transpose,7008,ok,1,0.7353535353535353,2912
train,2022_03_21_11_03_02_31,7,"(306, 1259, 372, 1329)",0.6803325688073395,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_02_31_cell0007.png,0,transpose,7008,ok,1,0.6642857142857143,3069
train,2022_03_21_11_03_02_31,8,"(393, 434, 448, 516)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0008.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,9,"(416, 99, 424, 107)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0009.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,10,"(552, 1584, 614, 1640)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0010.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,11,"(571, 1111, 643, 1160)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0011.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,12,"(620, 2011, 687, 2047)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0012.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,13,"(717, 124, 796, 180)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0013.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,14,"(864, 550, 933, 610)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0014.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,15,"(891, 1357, 951, 1415)",0.8733986435568952,1,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\infected\2022_03_21_11_03_02_31_cell0015.png,0,transpose,7008,ok,1,0.839367816091954,2921
train,2022_03_21_11_03_02_31,16,"(989, 1623, 1056, 1683)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0016.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_31,17,"(1051, 465, 1086, 543)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_31_cell0017.png,0,transpose,7008,ok,0,0.0,0
train,2022_03_21_11_03_02_39,1,"(2, 1195, 54, 1241)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_39_cell0001.png,0,transpose,7873,ok,0,0.0,0
train,2022_03_21_11_03_02_39,2,"(85, 1849, 133, 1898)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_39_cell0002.png,0,transpose,7873,ok,0,0.0,0
train,2022_03_21_11_03_02_39,3,"(211, 1869, 278, 1904)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_39_cell0003.png,0,transpose,7873,ok,0,0.0,0
train,2022_03_21_11_03_02_39,4,"(286, 222, 363, 246)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_39_cell0004.png,0,transpose,7873,ok,0,0.0,0
train,2022_03_21_11_03_02_39,5,"(430, 1286, 495, 1350)",0.0,0,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annotated\train\uninfected\2022_03_21_11_03_02_39_cell0005.png,0,transpose,7873,ok,0,0.0,0
